0	26910479
1	26067368
2	20018456
3	12268074
4	10239266
5	10153481
9	8556530
6	8143735
.	7862639
8	7661228
7	7321124
,Ġ	3577935
-	3513859
Ġ	3285801
,	3201982
ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ	1971573
Ġ(	1829802
/	1768359
:	1428810
Ġand	1373390
)	1338248
_	1307783
Ċ	1306739
(	1305889
s	1290035
ĠandĠ	1131965
Ġof	1017274
Ġthe	994802
Ġin	955398
ĊĊ	915196
Ġto	899563
x	863919
ĠofĠ	853741
*	846905
.Ġ	840802
Ġ+Ġ	833590
Ġis	832182
Ġ-Ġ	807228
ĠinĠ	781886
$	777036
Ġa	776971
Ġfor	773161
e	765415
ĠtoĠ	757945
:Ġ	757035
"	740595
Ġthat	722381
d	720803
ing	719671
a	717138
.ĊĊ	709166
Ġ=Ġ	708441
ĠtheĠ	681220
^	676522
ĠofĠthe	664141
=	655153
}	649123
ed	621668
Ġwas	607925
A	607323
.ĠThe	602578
+	594962
.Ċ	592793
n	583499
ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ	579025
D	577308
y	576592
t	574745
C	571368
]	566269
[	563162
sĠ	554542
ĠofĠtheĠ	552411
ĠforĠ	548392
)Ġ	547830
dĠ	545186
%	542617
r	536399
c	535228
S	533551
i	527537
b	525107
;	523860
ly	520971
,Ġand	515123
----------------	514213
's	511616
'	510757
Ġon	508822
~	506999
B	500680
Ġwith	496391
ĠaĠ	495960
ĠinĠthe	491896
m	487826
sĠand	487596
,Ġthe	485919
in	482498
Ġor	480745
s,	477591
Ġare	476138
f	471374
Ġ$	469277
p	467763
er	462631
o	462509
="	458848
>	456410
F	455516
ingĠ	450624
ĠisĠ	448389
ĠĠĠ	445437
P	444156
al	438722
I	437106
âĢĻs	435937
l	431015
Âł	427248
T	422200
Ġthis	422059
.ĠTheĠ	419951
ĠĠĠĠĠĠĠĠĠĠĠĠĠĠ	419765
E	419758
Ġby	414029
R	408640
Ġ"	408052
ĠforĠthe	407323
--	406922
s.	406267
'sĠ	405888
ĠI	403884
Ġ-	401746
ĠthatĠ	397339
ĠĠ	397141
M	394354
Ġas	392007
ĠtoĠthe	389100
sĠof	388540
{	388268
is	386860
;Ġ	383826
ĠinĠtheĠ	382110
ĠĠĠĠ	381925
Ġwere	380885
ĠatĠ	379384
es	374685
or	370971
\	370694
"Ġ	370394
edĠ	367849
g	366557
on	366432
ĠorĠ	364444
sĠare	360793
Ġfrom	360415
âĢĵ	359388
Ġit	358868
<	356940
H	356868
ĠwithĠ	356015
ĠwasĠ	355656
k	354985
,ĠandĠ	350665
K	346332
re	345618
v	345438
ĠĠĠĠĠĠĠĠĠĠĠĠĠ	344297
L	344141
h	342301
ĠĠĠĠĠĠĠĠĠĠĠĠ	341765
z	340676
N	336755
?Ċ	335692
u	334906
âĢĻsĠ	331518
ĠA	330402
s,Ġ	330218
ĠonĠ	329220
ĉ	328204
and	326612
Ġhas	326598
Ġ&Ġ	326554
ĠthisĠ	326472
),	325706
ĠC	322641
X	322533
|	318343
G	318175
}{	315200
Ġ*	314850
V	312736
ĠonĠthe	312630
,ĠtheĠ	312541
ingĠthe	312106
Ġat	311036
an	308743
ĠS	308370
Y	302523
able	300831
J	300376
to	299788
alĠ	299657
,Ġ-	299355
ĠĠĠĠĠĠĠĠ	299063
Ġhave	298908
ĠbyĠ	298603
Z	298541
sĠandĠ	298422
),Ġ	297873
w	296380
sĠin	295636
Ġ[	292986
Ġnot	289500
lyĠ	288632
,Ġa	287968
ĠfromĠ	287478
j	286961
ĠĠĠĠĠĠĠĠĠĠĠ	286948
ĠtoĠtheĠ	286701
it	286674
ĊĠĠ	286268
Ġbe	285623
en	285382
ĠĠĠĠĠ	285380
W	283761
O	283433
::	282888
sĠto	281821
_{	280987
Ġyou	280790
&	280102
?	278852
ĠĠĠĠĠĠĠĠĠĠ	278790
">	277413
sĠofĠ	277262
Ġan	277128
Q	276658
inĠ	276542
ĠP	276225
Ġwill	276143
ĠandĠthe	275172
ĠĠĠĠĠĠ	275100
^{	273089
Ġ=Ġ-	272533
ĠofĠa	271797
ation	271264
ĠĠĠĠĠĠĠĠĠ	270935
Ġalso	270007
ĠĠĠĠĠĠĠ	269540
Ġwe	266991
</	265320
,Ġbut	265209
sĠ(	264984
ĠonĠtheĠ	262397
eĠ	261104
ar	261000
.ĠI	258563
("	257883
ĠthatĠthe	256021
Ġmore	255415
Ġhe	255235
å	254878
aĠ	254478
Ġone	253391
U	252630
Ġall	252101
]Ġ	251938
Ġhad	250933
âĢĿ	250766
yĠ	250723
ĠforĠtheĠ	250073
ĠtoĠbe	249426
Ġun	248362
at	248151
ĊĠĠĠĠ	248142
Ġwhich	247940
sĠwere	247714
>Ġ	246386
@	244887
ĠinĠa	244742
as	244107
ic	244090
ĠB	243526
.ĊĊThe	243403
,Ġwhich	242966
ĠD	242943
ĠyourĠ	242088
,ĠI	241251
**	241027
